protein	RNA	label
YPL190C	YBL101W-A	1
YPL190C	YBR046C	1
YPL190C	YBR054W	1
YPL190C	YBR056W-A	1
YPL190C	YBR111W-A	1
YPL190C	YBR153W	1
YPL190C	YBR161W	1
YPL190C	YBR194W	1
YPL190C	YBR210W	1
YPL190C	YBR211C	1
YPL190C	YBR254C	1
YPL190C	YBR255C-A	1
YPL190C	YBR268W	1
YPL190C	YBR282W	1
YPL190C	YCL050C	1
YPL190C	YCR007C	1
YPL190C	YCR015C	1
YPL190C	YCR018C-A	1
YPL190C	YCR020C-A	1
YPL190C	YCR027C	1
YPL190C	YCR035C	1
YPL190C	YCR060W	1
YPL190C	YCR069W	1
YPL190C	YCR097W	1
YPL190C	YDL008W	1
YPL190C	YDL010W	1
YPL190C	YDL021W	1
YPL190C	YDL033C	1
YPL190C	YDL045W-A	1
YPL190C	YDL046W	1
YPL190C	YDL052C	1
YPL190C	YDL092W	1
YPL190C	YDL110C	1
YPL190C	YDL111C	1
YPL190C	YDL114W-A	1
YPL190C	YDL120W	1
YPL190C	YDL127W	1
YPL190C	YDL130W-A	1
YPL190C	YDL175C	1
YPL190C	YDL179W	1
YPL190C	YDR073W	1
YPL190C	YDR119W	1
YPL190C	YDR154C	1
YPL190C	YDR158W	1
YPL190C	YDR177W	1
YPL190C	YDR178W	1
YPL190C	YDR181C	1
YPL190C	YDR196C	1
YPL190C	YDR232W	1
YPL190C	YDR247W	1
YPL190C	YDR272W	1
YPL190C	YDR280W	1
YPL190C	YDR337W	1
YPL190C	YDR349C	1
YPL190C	YDR357C	1
YPL190C	YDR367W	1
YPL190C	YDR379C-A	1
YPL190C	YDR399W	1
YPL190C	YDR405W	1
YPL190C	YDR451C	1
YPL190C	YDR472W	1
YPL190C	YDR477W	1
YPL190C	YEL017W	1
YPL190C	YEL044W	1
YPL190C	YEL045C	1
YPL190C	YEL075W-A	1
YPL190C	YER028C	1
YPL190C	YER048W-A	1
YPL190C	YER055C	1
YPL190C	YER071C	1
YPL190C	YER095W	1
YPL190C	YER112W	1
YPL190C	YER116C	1
YPL190C	YER132C	1
YPL190C	YER145C	1
YPL190C	YER149C	1
YPL190C	YER177W	1
YPL190C	YFL045C	1
YPL190C	YFR003C	1
YPL190C	YFR017C	1
YPL190C	YFR025C	1
YPL190C	YFR036W	1
YPL190C	YFR047C	1
YPL190C	YFR049W	1
YPL190C	YGL012W	1
YPL190C	YGL057C	1
YPL190C	YGL070C	1
YPL190C	YGL087C	1
YPL190C	YGL127C	1
YPL190C	YGL177W	1
YPL190C	YGL222C	1
YPL190C	YGL232W	1
YPL190C	YGL238W	1
YPL190C	YGR005C	1
YPL190C	YGR007W	1
YPL190C	YGR008C	1
YPL190C	YGR011W	1
YPL190C	YGR025W	1
YPL190C	YGR035C	1
YPL190C	YGR044C	1
YPL190C	YGR045C	1
YPL190C	YGR080W	1
YPL190C	YGR082W	1
YPL190C	YGR122C-A	1
YPL190C	YGR126W	1
YPL190C	YGR127W	1
YPL190C	YGR165W	1
YPL190C	YGR199W	1
YPL190C	YGR207C	1
YPL190C	YGR210C	1
YPL190C	YGR222W	1
YPL190C	YGR230W	1
YPL190C	YGR268C	1
YPL190C	YHR059W	1
YPL190C	YHR128W	1
YPL190C	YHR136C	1
YPL190C	YHR147C	1
YPL190C	YIL040W	1
YPL190C	YIL059C	1
YPL190C	YIL110W	1
YPL190C	YIL117C	1
YPL190C	YIL127C	1
YPL190C	YIL134W	1
YPL190C	YIL138C	1
YPL190C	YIR016W	1
YPL190C	YJL035C	1
YPL190C	YJL047C-A	1
YPL190C	YJL097W	1
YPL190C	YJL122W	1
YPL190C	YJL134W	1
YPL190C	YJL145W	1
YPL190C	YJL178C	1
YPL190C	YJL179W	1
YPL190C	YJR017C	1
YPL190C	YJR057W	1
YPL190C	YJR058C	1
YPL190C	YJR067C	1
YPL190C	YJR113C	1
YPL190C	YKL063C	1
YPL190C	YKL069W	1
YPL190C	YKL087C	1
YPL190C	YKL091C	1
YPL190C	YKL137W	1
YPL190C	YKL206C	1
YPL190C	YKR019C	1
YPL190C	YKR080W	1
YPL190C	YKR085C	1
YPL190C	YLL049W	1
YPL190C	YLR003C	1
YPL190C	YLR008C	1
YPL190C	YLR059C	1
YPL190C	YLR091W	1
YPL190C	YLR121C	1
YPL190C	YLR154C	1
YPL190C	YLR163C	1
YPL190C	YLR170C	1
YPL190C	YLR194C	1
YPL190C	YLR209C	1
YPL190C	YLR214W	1
YPL190C	YLR224W	1
YPL190C	YLR229C	1
YPL190C	YLR240W	1
YPL190C	YLR244C	1
YPL190C	YLR245C	1
YPL190C	YLR252W	1
YPL190C	YLR294C	1
YPL190C	YLR295C	1
YPL190C	YLR306W	1
YPL190C	YLR326W	1
YPL190C	YLR367W	1
YPL190C	YLR406C	1
YPL190C	YLR419W	1
YPL190C	YLR450W	1
YPL190C	YLR452C	1
YPL190C	YML001W	1
YPL190C	YML014W	1
YPL190C	YML036W	1
YPL190C	YML051W	1
YPL190C	YML052W	1
YPL190C	YML079W	1
YPL190C	YML106W	1
YPL190C	YML119W	1
YPL190C	YMR037C	1
YPL190C	YMR046W-A	1
YPL190C	YMR081C	1
YPL190C	YMR181C	1
YPL190C	YMR194C-B	1
YPL190C	YMR200W	1
YPL190C	YMR233W	1
YPL190C	YMR292W	1
YPL190C	YNL010W	1
YPL190C	YNL020C	1
YPL190C	YNL024C	1
YPL190C	YNL036W	1
YPL190C	YNL044W	1
YPL190C	YNL058C	1
YPL190C	YNL067W	1
YPL190C	YNL081C	1
YPL190C	YNL113W	1
YPL190C	YNL151C	1
YPL190C	YNL157W	1
YPL190C	YNL211C	1
YPL190C	YNL230C	1
YPL190C	YNL234W	1
YPL190C	YNL251C	1
YPL190C	YNL259C	1
YPL190C	YNL281W	1
YPL190C	YNL282W	1
YPL190C	YNL284C	1
YPL190C	YNL320W	1
YPL190C	YNR003C	1
YPL190C	YNR032C-A	1
YPL190C	YNR041C	1
YPL190C	YNR046W	1
YPL190C	YOL005C	1
YPL190C	YOL012C	1
YPL190C	YOL080C	1
YPL190C	YOL082W	1
YPL190C	YOL111C	1
YPL190C	YOL116W	1
YPL190C	YOR061W	1
YPL190C	YOR120W	1
YPL190C	YOR179C	1
YPL190C	YOR206W	1
YPL190C	YOR234C	1
YPL190C	YOR241W	1
YPL190C	YOR285W	1
YPL190C	YOR292C	1
YPL190C	YOR373W	1
YPL190C	YPL024W	1
YPL190C	YPL041C	1
YPL190C	YPL046C	1
YPL190C	YPL051W	1
YPL190C	YPL055C	1
YPL190C	YPL084W	1
YPL190C	YPL085W	1
YPL190C	YPL117C	1
YPL190C	YPL183W-A	1
YPL190C	YPL196W	1
YPL190C	YPL198W	1
YPL190C	YPL244C	1
YPL190C	YPL268W	1
YPL190C	YPL273W	1
YPL190C	YPL274W	1
YPL190C	YPR004C	1
YPL190C	YPR009W	1
YPL190C	YPR028W	1
YPL190C	YPR045C	1
YPL190C	YPR051W	1
YPL190C	YPR094W	1
YPL190C	YPR101W	1
YPL190C	YPR168W	1
YPL190C	YPR173C	1
YNL037C	YDL209C	1
YNL037C	YER001W	1
YNL037C	YOL069W	1
YNL037C	YOL115W	1
YGR159C	YAL003W	1
YGR159C	YAL007C	1
YGR159C	YAL013W	1
YGR159C	YAL020C	1
YGR159C	YAL030W	1
YGR159C	YAL039C	1
YGR159C	YAL042W	1
YGR159C	YAL044C	1
YGR159C	YAL044W-A	1
YGR159C	YAL059W	1
YGR159C	YAL060W	1
YGR159C	YAL061W	1
YGR159C	YAR008W	1
YGR159C	YBL001C	1
YGR159C	YBL006C	1
YGR159C	YBL021C	1
YGR159C	YBL025W	1
YGR159C	YBL026W	1
YGR159C	YBL027W	1
YGR159C	YBL036C	1
YGR159C	YBL038W	1
YGR159C	YBL041W	1
YGR159C	YBL042C	1
YGR159C	YBL057C	1
YGR159C	YBL058W	1
YGR159C	YBL061C	1
YGR159C	YBL071W-A	1
YGR159C	YBL087C	1
YGR159C	YBL090W	1
YGR159C	YBR002C	1
YGR159C	YBR005W	1
YGR159C	YBR009C	1
YGR159C	YBR010W	1
YGR159C	YBR037C	1
YGR159C	YBR048W	1
YGR159C	YBR070C	1
YGR159C	YBR071W	1
YGR159C	YBR084C-A	1
YGR159C	YBR090C	1
YGR159C	YBR091C	1
YGR159C	YBR103C-A	1
YGR159C	YBR104W	1
YGR159C	YBR106W	1
YGR159C	YBR111C	1
YGR159C	YBR135W	1
YGR159C	YBR151W	1
YGR159C	YBR162W-A	1
YGR159C	YBR164C	1
YGR159C	YBR167C	1
YGR159C	YBR173C	1
YGR159C	YBR181C	1
YGR159C	YBR189W	1
YGR159C	YBR191W	1
YGR159C	YBR192W	1
YGR159C	YBR210W	1
YGR159C	YBR230W-A	1
YGR159C	YBR231C	1
YGR159C	YBR234C	1
YGR159C	YBR242W	1
YGR159C	YBR252W	1
YGR159C	YBR254C	1
YGR159C	YBR255C-A	1
YGR159C	YBR261C	1
YGR159C	YBR262C	1
YGR159C	YBR264C	1
YGR159C	YBR268W	1
YGR159C	YBR282W	1
YGR159C	YBR290W	1
YGR159C	YCL011C	1
YGR159C	YCL028W	1
YGR159C	YCL033C	1
YGR159C	YCL034W	1
YGR159C	YCL035C	1
YGR159C	YCL042W	1
YGR159C	YCL057C-A	1
YGR159C	YCR003W	1
YGR159C	YCR031C	1
YGR159C	YCR034W	1
YGR159C	YCR036W	1
YGR159C	YCR046C	1
YGR159C	YCR047C	1
YGR159C	YCR051W	1
YGR159C	YCR059C	1
YGR159C	YCR060W	1
YGR159C	YCR071C	1
YGR159C	YCR076C	1
YGR159C	YCR082W	1
YGR159C	YCR083W	1
YGR159C	YCR087C-A	1
YGR159C	YCR097W	1
YGR159C	YDL004W	1
YGR159C	YDL008W	1
YGR159C	YDL029W	1
YGR159C	YDL033C	1
YGR159C	YDL051W	1
YGR159C	YDL052C	1
YGR159C	YDL061C	1
YGR159C	YDL064W	1
YGR159C	YDL072C	1
YGR159C	YDL075W	1
YGR159C	YDL083C	1
YGR159C	YDL092W	1
YGR159C	YDL098C	1
YGR159C	YDL114W-A	1
YGR159C	YDL136W	1
YGR159C	YDL137W	1
YGR159C	YDL144C	1
YGR159C	YDL157C	1
YGR159C	YDL160C-A	1
YGR159C	YDL167C	1
YGR159C	YDL181W	1
YGR159C	YDL191W	1
YGR159C	YDL192W	1
YGR159C	YDL208W	1
YGR159C	YDL212W	1
YGR159C	YDL236W	1
YGR159C	YDL240C-A	1
YGR159C	YDL241W	1
YGR159C	YDR003W	1
YGR159C	YDR003W-A	1
YGR159C	YDR007W	1
YGR159C	YDR016C	1
YGR159C	YDR025W	1
YGR159C	YDR032C	1
YGR159C	YDR041W	1
YGR159C	YDR045C	1
YGR159C	YDR051C	1
YGR159C	YDR079C-A	1
YGR159C	YDR087C	1
YGR159C	YDR115W	1
YGR159C	YDR152W	1
YGR159C	YDR154C	1
YGR159C	YDR156W	1
YGR159C	YDR161W	1
YGR159C	YDR162C	1
YGR159C	YDR163W	1
YGR159C	YDR167W	1
YGR159C	YDR190C	1
YGR159C	YDR196C	1
YGR159C	YDR201W	1
YGR159C	YDR204W	1
YGR159C	YDR231C	1
YGR159C	YDR248C	1
YGR159C	YDR260C	1
YGR159C	YDR267C	1
YGR159C	YDR272W	1
YGR159C	YDR281C	1
YGR159C	YDR286C	1
YGR159C	YDR296W	1
YGR159C	YDR320C-A	1
YGR159C	YDR322C-A	1
YGR159C	YDR328C	1
YGR159C	YDR347W	1
YGR159C	YDR357C	1
YGR159C	YDR378C	1
YGR159C	YDR379C-A	1
YGR159C	YDR381W	1
YGR159C	YDR382W	1
YGR159C	YDR408C	1
YGR159C	YDR411C	1
YGR159C	YDR412W	1
YGR159C	YDR418W	1
YGR159C	YDR424C	1
YGR159C	YDR441C	1
YGR159C	YDR447C	1
YGR159C	YDR450W	1
YGR159C	YDR454C	1
YGR159C	YDR460W	1
YGR159C	YDR461W	1
YGR159C	YDR462W	1
YGR159C	YDR465C	1
YGR159C	YDR468C	1
YGR159C	YDR471W	1
YGR159C	YDR482C	1
YGR159C	YDR493W	1
YGR159C	YDR494W	1
YGR159C	YDR503C	1
YGR159C	YDR510W	1
YGR159C	YDR517W	1
YGR159C	YDR519W	1
YGR159C	YEL027W	1
YGR159C	YEL034W	1
YGR159C	YEL038W	1
YGR159C	YEL039C	1
YGR159C	YEL044W	1
YGR159C	YEL051W	1
YGR159C	YEL066W	1
YGR159C	YER004W	1
YGR159C	YER010C	1
YGR159C	YER018C	1
YGR159C	YER019C-A	1
YGR159C	YER023W	1
YGR159C	YER031C	1
YGR159C	YER048C	1
YGR159C	YER050C	1
YGR159C	YER056C-A	1
YGR159C	YER057C	1
YGR159C	YER058W	1
YGR159C	YER083C	1
YGR159C	YER087C-B	1
YGR159C	YER089C	1
YGR159C	YER092W	1
YGR159C	YER094C	1
YGR159C	YER117W	1
YGR159C	YER120W	1
YGR159C	YER126C	1
YGR159C	YER128W	1
YGR159C	YER131W	1
YGR159C	YER141W	1
YGR159C	YER146W	1
YGR159C	YER148W	1
YGR159C	YER163C	1
YGR159C	YFL005W	1
YGR159C	YFL017C	1
YGR159C	YFL017W-A	1
YGR159C	YFL046W	1
YGR159C	YFR003C	1
YGR159C	YFR004W	1
YGR159C	YFR007W	1
YGR159C	YFR011C	1
YGR159C	YFR020W	1
YGR159C	YFR024C-A	1
YGR159C	YFR032C-A	1
YGR159C	YFR034C	1
YGR159C	YFR036W	1
YGR159C	YFR042W	1
YGR159C	YFR047C	1
YGR159C	YFR055W	1
YGR159C	YGL002W	1
YGR159C	YGL019W	1
YGR159C	YGL020C	1
YGR159C	YGL030W	1
YGR159C	YGL031C	1
YGR159C	YGL040C	1
YGR159C	YGL047W	1
YGR159C	YGL048C	1
YGR159C	YGL050W	1
YGR159C	YGL058W	1
YGR159C	YGL070C	1
YGR159C	YGL085W	1
YGR159C	YGL088W	1
YGR159C	YGL101W	1
YGR159C	YGL103W	1
YGR159C	YGL106W	1
YGR159C	YGL108C	1
YGR159C	YGL123W	1
YGR159C	YGL126W	1
YGR159C	YGL127C	1
YGR159C	YGL148W	1
YGR159C	YGL153W	1
YGR159C	YGL161C	1
YGR159C	YGL166W	1
YGR159C	YGL189C	1
YGR159C	YGL195W	1
YGR159C	YGL198W	1
YGR159C	YGL208W	1
YGR159C	YGL210W	1
YGR159C	YGL212W	1
YGR159C	YGL220W	1
YGR159C	YGL222C	1
YGR159C	YGL224C	1
YGR159C	YGL226C-A	1
YGR159C	YGL226W	1
YGR159C	YGL242C	1
YGR159C	YGL247W	1
YGR159C	YGL248W	1
YGR159C	YGR007W	1
YGR159C	YGR008C	1
YGR159C	YGR020C	1
YGR159C	YGR021W	1
YGR159C	YGR024C	1
YGR159C	YGR029W	1
YGR159C	YGR034W	1
YGR159C	YGR037C	1
YGR159C	YGR045C	1
YGR159C	YGR063C	1
YGR159C	YGR078C	1
YGR159C	YGR079W	1
YGR159C	YGR085C	1
YGR159C	YGR102C	1
YGR159C	YGR106C	1
YGR159C	YGR118W	1
YGR159C	YGR129W	1
YGR159C	YGR133W	1
YGR159C	YGR141W	1
YGR159C	YGR147C	1
YGR159C	YGR148C	1
YGR159C	YGR151C	1
YGR159C	YGR152C	1
YGR159C	YGR163W	1
YGR159C	YGR167W	1
YGR159C	YGR169C-A	1
YGR159C	YGR174C	1
YGR159C	YGR203W	1
YGR159C	YGR208W	1
YGR159C	YGR210C	1
YGR159C	YGR215W	1
YGR159C	YGR220C	1
YGR159C	YGR232W	1
YGR159C	YGR247W	1
YGR159C	YGR257C	1
YGR159C	YGR267C	1
YGR159C	YGR268C	1
YGR159C	YGR275W	1
YGR159C	YGR277C	1
YGR159C	YGR280C	1
YGR159C	YHL004W	1
YGR159C	YHL014C	1
YGR159C	YHL015W	1
YGR159C	YHL020C	1
YGR159C	YHL025W	1
YGR159C	YHR001W	1
YGR159C	YHR005C-A	1
YGR159C	YHR012W	1
YGR159C	YHR013C	1
YGR159C	YHR017W	1
YGR159C	YHR049W	1
YGR159C	YHR053C	1
YGR159C	YHR055C	1
YGR159C	YHR057C	1
YGR159C	YHR072W-A	1
YGR159C	YHR081W	1
YGR159C	YHR083W	1
YGR159C	YHR106W	1
YGR159C	YHR110W	1
YGR159C	YHR121W	1
YGR159C	YHR134W	1
YGR159C	YHR141C	1
YGR159C	YHR142W	1
YGR159C	YHR143W-A	1
YGR159C	YHR147C	1
YGR159C	YHR169W	1
YGR159C	YHR175W	1
YGR159C	YHR175W-A	1
YGR159C	YHR189W	1
YGR159C	YHR191C	1
YGR159C	YHR193C	1
YGR159C	YHR195W	1
YGR159C	YHR200W	1
YGR159C	YHR203C	1
YGR159C	YIL002W-A	1
YGR159C	YIL004C	1
YGR159C	YIL008W	1
YGR159C	YIL014C-A	1
YGR159C	YIL016W	1
YGR159C	YIL021W	1
YGR159C	YIL043C	1
YGR159C	YIL051C	1
YGR159C	YIL052C	1
YGR159C	YIL062C	1
YGR159C	YIL064W	1
YGR159C	YIL065C	1
YGR159C	YIL067C	1
YGR159C	YIL077C	1
YGR159C	YIL093C	1
YGR159C	YIL094C	1
YGR159C	YIL098C	1
YGR159C	YIL111W	1
YGR159C	YIL118W	1
YGR159C	YIL124W	1
YGR159C	YIL136W	1
YGR159C	YIL138C	1
YGR159C	YIL154C	1
YGR159C	YIL157C	1
YGR159C	YIR015W	1
YGR159C	YIR022W	1
YGR159C	YIR035C	1
YGR159C	YIR036C	1
YGR159C	YIR037W	1
YGR159C	YIR038C	1
YGR159C	YJL001W	1
YGR159C	YJL011C	1
YGR159C	YJL035C	1
YGR159C	YJL055W	1
YGR159C	YJL063C	1
YGR159C	YJL099W	1
YGR159C	YJL104W	1
YGR159C	YJL143W	1
YGR159C	YJL144W	1
YGR159C	YJL173C	1
YGR159C	YJL179W	1
YGR159C	YJL184W	1
YGR159C	YJL189W	1
YGR159C	YJL192C	1
YGR159C	YJL210W	1
YGR159C	YJL213W	1
YGR159C	YJL217W	1
YGR159C	YJR017C	1
YGR159C	YJR021C	1
YGR159C	YJR025C	1
YGR159C	YJR047C	1
YGR159C	YJR049C	1
YGR159C	YJR057W	1
YGR159C	YJR058C	1
YGR159C	YJR067C	1
YGR159C	YJR069C	1
YGR159C	YJR072C	1
YGR159C	YJR073C	1
YGR159C	YJR082C	1
YGR159C	YJR085C	1
YGR159C	YJR094W-A	1
YGR159C	YJR096W	1
YGR159C	YJR097W	1
YGR159C	YJR103W	1
YGR159C	YJR112W-A	1
YGR159C	YJR113C	1
YGR159C	YKL001C	1
YGR159C	YKL002W	1
YGR159C	YKL003C	1
YGR159C	YKL006C-A	1
YGR159C	YKL007W	1
YGR159C	YKL013C	1
YGR159C	YKL018C-A	1
YGR159C	YKL021C	1
YGR159C	YKL033W-A	1
YGR159C	YKL052C	1
YGR159C	YKL053C-A	1
YGR159C	YKL058W	1
YGR159C	YKL066W	1
YGR159C	YKL067W	1
YGR159C	YKL106C-A	1
YGR159C	YKL112W	1
YGR159C	YKL113C	1
YGR159C	YKL117W	1
YGR159C	YKL129C	1
YGR159C	YKL138C	1
YGR159C	YKL151C	1
YGR159C	YKL156W	1
YGR159C	YKL160W	1
YGR159C	YKL170W	1
YGR159C	YKL190W	1
YGR159C	YKL192C	1
YGR159C	YKL196C	1
YGR159C	YKL207W	1
YGR159C	YKL214C	1
YGR159C	YKR007W	1
YGR159C	YKR014C	1
YGR159C	YKR020W	1
YGR159C	YKR035W-A	1
YGR159C	YKR038C	1
YGR159C	YKR043C	1
YGR159C	YKR045C	1
YGR159C	YKR046C	1
YGR159C	YKR048C	1
YGR159C	YKR066C	1
YGR159C	YKR068C	1
YGR159C	YKR070W	1
YGR159C	YKR083C	1
YGR159C	YKR085C	1
YGR159C	YKR087C	1
YGR159C	YKR088C	1
YGR159C	YKR095W-A	1
YGR159C	YLL009C	1
YGR159C	YLL029W	1
YGR159C	YLL038C	1
YGR159C	YLR016C	1
YGR159C	YLR021W	1
YGR159C	YLR036C	1
YGR159C	YLR043C	1
YGR159C	YLR055C	1
YGR159C	YLR059C	1
YGR159C	YLR065C	1
YGR159C	YLR074C	1
YGR159C	YLR078C	1
YGR159C	YLR085C	1
YGR159C	YLR090W	1
YGR159C	YLR099W-A	1
YGR159C	YLR100W	1
YGR159C	YLR102C	1
YGR159C	YLR105C	1
YGR159C	YLR112W	1
YGR159C	YLR118C	1
YGR159C	YLR130C	1
YGR159C	YLR141W	1
YGR159C	YLR147C	1
YGR159C	YLR155C	1
YGR159C	YLR157C	1
YGR159C	YLR158C	1
YGR159C	YLR160C	1
YGR159C	YLR170C	1
YGR159C	YLR172C	1
YGR159C	YLR179C	1
YGR159C	YLR191W	1
YGR159C	YLR193C	1
YGR159C	YLR204W	1
YGR159C	YLR218C	1
YGR159C	YLR239C	1
YGR159C	YLR246W	1
YGR159C	YLR250W	1
YGR159C	YLR251W	1
YGR159C	YLR252W	1
YGR159C	YLR285W	1
YGR159C	YLR287C-A	1
YGR159C	YLR291C	1
YGR159C	YLR292C	1
YGR159C	YLR294C	1
YGR159C	YLR295C	1
YGR159C	YLR326W	1
YGR159C	YLR336C	1
YGR159C	YLR344W	1
YGR159C	YLR348C	1
YGR159C	YLR351C	1
YGR159C	YLR363W-A	1
YGR159C	YLR367W	1
YGR159C	YLR375W	1
YGR159C	YLR388W	1
YGR159C	YLR395C	1
YGR159C	YLR405W	1
YGR159C	YLR406C	1
YGR159C	YLR414C	1
YGR159C	YLR435W	1
YGR159C	YLR438C-A	1
YGR159C	YLR440C	1
YGR159C	YML009C	1
YGR159C	YML010W	1
YGR159C	YML024W	1
YGR159C	YML030W	1
YGR159C	YML034C-A	1
YGR159C	YML055W	1
YGR159C	YML057C-A	1
YGR159C	YML058W-A	1
YGR159C	YML063W	1
YGR159C	YML079W	1
YGR159C	YML085C	1
YGR159C	YML098W	1
YGR159C	YML101C	1
YGR159C	YML102W	1
YGR159C	YML115C	1
YGR159C	YMR024W	1
YGR159C	YMR026C	1
YGR159C	YMR035W	1
YGR159C	YMR038C	1
YGR159C	YMR056C	1
YGR159C	YMR059W	1
YGR159C	YMR071C	1
YGR159C	YMR074C	1
YGR159C	YMR079W	1
YGR159C	YMR083W	1
YGR159C	YMR122W-A	1
YGR159C	YMR123W	1
YGR159C	YMR134W	1
YGR159C	YMR142C	1
YGR159C	YMR150C	1
YGR159C	YMR154C	1
YGR159C	YMR174C	1
YGR159C	YMR184W	1
YGR159C	YMR194W	1
YGR159C	YMR206W	1
YGR159C	YMR225C	1
YGR159C	YMR226C	1
YGR159C	YMR236W	1
YGR159C	YMR241W	1
YGR159C	YMR242C	1
YGR159C	YMR244C-A	1
YGR159C	YMR252C	1
YGR159C	YMR260C	1
YGR159C	YMR262W	1
YGR159C	YMR263W	1
YGR159C	YMR264W	1
YGR159C	YMR276W	1
YGR159C	YMR286W	1
YGR159C	YMR318C	1
YGR159C	YNL003C	1
YGR159C	YNL006W	1
YGR159C	YNL022C	1
YGR159C	YNL024C	1
YGR159C	YNL024C-A	1
YGR159C	YNL030W	1
YGR159C	YNL031C	1
YGR159C	YNL046W	1
YGR159C	YNL052W	1
YGR159C	YNL056W	1
YGR159C	YNL063W	1
YGR159C	YNL075W	1
YGR159C	YNL079C	1
YGR159C	YNL081C	1
YGR159C	YNL090W	1
YGR159C	YNL124W	1
YGR159C	YNL148C	1
YGR159C	YNL149C	1
YGR159C	YNL151C	1
YGR159C	YNL153C	1
YLL032C	YAL029C	1
YLL032C	YAR071W	1
YLL032C	YBR086C	1
YLL032C	YBR092C	1
YLL032C	YBR093C	1
YLL032C	YBR130C	1
YLL032C	YCL067C	1
YLL032C	YCR024C-A	1
YLL032C	YCR061W	1
YLL032C	YDL052C	1
YLL032C	YDR381W	1
YLL032C	YDR414C	1
YLL032C	YDR534C	1
YLL032C	YDR536W	1
YLL032C	YER151C	1
YLL032C	YFR043C	1
YLL032C	YGL022W	1
YLL032C	YGR279C	1
YLL032C	YHR070W	1
YLL032C	YHR188C	1
YLL032C	YHR215W	1
YLL032C	YIL031W	1
YLL032C	YIL123W	1
YLL032C	YIL158W	1
YLL032C	YIL161W	1
YLL032C	YJR158W	1
YLL032C	YKL112W	1
YLL032C	YKR036C	1
YLL032C	YKR048C	1
YLL032C	YLL051C	1
YLL032C	YLR193C	1
YLL032C	YLR353W	1
YLL032C	YLR375W	1
YLL032C	YLR451W	1
YLL032C	YLR452C	1
YLL032C	YLR454W	1
YLL032C	YML018C	1
YLL032C	YML052W	1
YLL032C	YML058W	1
YLL032C	YML119W	1
YLL032C	YML125C	1
YLL032C	YMR036C	1
YLL032C	YMR279C	1
YLL032C	YMR291W	1
YLL032C	YNL042W	1
YLL032C	YNL047C	1
YLL032C	YNL078W	1
YLL032C	YNL099C	1
YLL032C	YNL251C	1
YLL032C	YNR072W	1
YLL032C	YOL036W	1
YLL032C	YOL045W	1
YLL032C	YOL046C	1
YLL032C	YPL057C	1
YNL004W	YBR079C	1
YNL004W	YBR139W	1
YNL004W	YBR287W	1
YNL004W	YDR003W	1
YNL004W	YDR035W	1
YNL004W	YDR055W	1
YNL004W	YDR133C	1
YNL004W	YDR194C	1
YNL004W	YER089C	1
YNL004W	YGR202C	1
YNL004W	YGR275W	1
YNL004W	YIL123W	1
YNL004W	YIR016W	1
YNL004W	YKL066W	1
YNL004W	YKR002W	1
YNL004W	YLR192C	1
YNL004W	YLR337C	1
YNL004W	YML052W	1
YNL004W	YML123C	1
YNL004W	YMR122W-A	1
YNL004W	YNL004W	1
YNL004W	YNL338W	1
YNL004W	YNR018W	1
YNL004W	YNR047W	1
YNL004W	YOL048C	1
YNL004W	YOR108W	1
YNL004W	YOR120W	1
YNL004W	YOR161C	1
YOR198C	YAL005C	1
YOR198C	YAL016W	1
YOR198C	YAL019W	1
YOR198C	YAL021C	1
YOR198C	YAL023C	1
YOR198C	YAL025C	1
YOR198C	YAL035W	1
YOR198C	YAL036C	1
YOR198C	YAR002W	1
YOR198C	YAR007C	1
YOR198C	YAR071W	1
YOR198C	YAR075W	1
YOR198C	YBL007C	1
YOR198C	YBL022C	1
YOR198C	YBL024W	1
YOR198C	YBL030C	1
YOR198C	YBL036C	1
YOR198C	YBL039C	1
YOR198C	YBL045C	1
YOR198C	YBL047C	1
YOR198C	YBL051C	1
YOR198C	YBL054W	1
YOR198C	YBL056W	1
YOR198C	YBL058W	1
YOR198C	YBL076C	1
YOR198C	YBL079W	1
YOR198C	YBR011C	1
YOR198C	YBR017C	1
YOR198C	YBR023C	1
YOR198C	YBR025C	1
YOR198C	YBR028C	1
YOR198C	YBR036C	1
YOR198C	YBR038W	1
YOR198C	YBR039W	1
YOR198C	YBR058C	1
YOR198C	YBR061C	1
YOR198C	YBR067C	1
YOR198C	YBR073W	1
YOR198C	YBR074W	1
YOR198C	YBR078W	1
YOR198C	YBR079C	1
YOR198C	YBR080C	1
YOR198C	YBR086C	1
YOR198C	YBR087W	1
YOR198C	YBR092C	1
YOR198C	YBR093C	1
YOR198C	YBR094W	1
YOR198C	YBR103W	1
YOR198C	YBR115C	1
YOR198C	YBR121C	1
YOR198C	YBR127C	1
YOR198C	YBR130C	1
YOR198C	YBR139W	1
YOR198C	YBR142W	1
YOR198C	YBR143C	1
YOR198C	YBR155W	1
YOR198C	YBR159W	1
YOR198C	YBR164C	1
YOR198C	YBR166C	1
YOR198C	YBR170C	1
YOR198C	YBR192W	1
YOR198C	YBR196C	1
YOR198C	YBR198C	1
YOR198C	YBR199W	1
YOR198C	YBR200W	1
YOR198C	YBR204C	1
YOR198C	YBR205W	1
YOR198C	YBR206W	1
YOR198C	YBR212W	1
YOR198C	YBR216C	1
YOR198C	YBR218C	1
YOR198C	YBR221C	1
YOR198C	YBR238C	1
